"Day","Tide"
2017-01-01,0.30883104825713564
2017-01-14,0.3407679642145089
2017-01-28,0.30902591328168943
2017-02-01,0.24200908076134162
2017-02-14,0.22648576381864124
2017-02-28,0.27532962157677693
2017-03-01,0.2585591229231736
2017-03-14,0.22829256467990772
2017-03-28,0.2667471438264988
2017-04-01,0.257147769713054
2017-04-14,0.21050326391418603
2017-04-28,0.3120006241392355
2017-05-01,0.3026454048276467
2017-05-14,0.2763891736901117
2017-05-28,0.3526536627782826
2017-06-01,0.22414906383923827
2017-06-14,0.2878248951064765
2017-06-28,0.3164577391128973
2017-07-01,0.2066603010171686
2017-07-14,0.28744339526602547
2017-07-28,0.25972725279358816
2017-08-01,0.17877067575382963
2017-08-14,0.21199707759620534
2017-08-28,0.14944659046133402
2017-09-01,0.20052638432733788
2017-09-14,0.24166585255852888
2017-09-28,0.18964679807682336
2017-10-01,0.16257388764539302
2017-10-14,0.2110238494405083
2017-10-28,0.17934126794390967
2017-11-01,0.10463046618975157
2017-11-14,0.11015396884321034
2017-11-28,0.17020601187683893
2017-12-01,0.2231312440621535
2017-12-14,0.17085467653329017
2017-12-28,0.13307142596048002
2018-01-01,0.34817143398500033
2018-01-14,0.2684330827773574
2018-01-28,0.2812213313183816
2018-02-01,0.36311520928369323
2018-02-14,0.2702443482956463
2018-02-28,0.3163092515807647
2018-03-01,0.3401555121085145
2018-03-14,0.20470624687636377
2018-03-28,0.2459933392883123
2018-04-01,0.2572666808466548
2018-04-14,0.226615685924487
2018-04-28,0.23755714161998262
2018-05-01,0.24808953595055894
2018-05-14,0.2320195920884691
2018-05-28,0.23399132489864624
2018-06-01,0.3118735447351702
2018-06-14,0.33834006153866736
2018-06-28,0.31479887153291125
2018-07-01,0.3155930319352069
2018-07-14,0.3924143050251291
2018-07-28,0.30786790640197753
2018-08-01,0.2745139504362705
2018-08-14,0.3349197478906093
2018-08-28,0.28002693648057453
2018-09-01,0.20971368292148046
2018-09-14,0.23686725087070276
2018-09-28,0.26508275063225656
2018-10-01,0.2459662157986219
2018-10-14,0.23931973903555884
2018-10-28,0.3194785833974497
2018-11-01,0.24175710760565303
2018-11-14,0.2390313497479342
2018-11-28,0.32675173344501135
2018-12-01,0.22105802706879502
2018-12-14,0.19021119811941137
2018-12-28,0.24024608448320672
2019-01-01,0.18196353125206927
2019-01-14,0.12447264209307562
2019-01-28,0.12245539560988061
2019-02-01,0.26587126840707614
2019-02-14,0.2025640933686132
2019-02-28,0.20859376417788994
2019-03-01,0.2210824145142929
2019-03-14,0.2129010783947728
2019-03-28,0.22005744870300575
2019-04-01,0.1687811261893835
2019-04-14,0.2419563260304687
2019-04-28,0.1763673154273738
2019-05-01,0.18466803470307397
2019-05-14,0.24205597752037195
2019-05-28,0.11161628822680685
2019-06-01,0.19847647686524736
2019-06-14,0.2059459223896414
2019-06-28,0.1501335448042107
2019-07-01,0.28077892051100767
2019-07-14,0.0
2019-07-28,0.25825634352613924
2019-08-01,0.37272349829290974
2019-08-14,0.29573166451474725
2019-08-28,0.0
2019-09-01,0.3437273696429086
2019-09-14,0.2601863781422593
2019-09-28,0.3170258668471373
2019-10-01,0.3241730718257869
2019-10-14,0.2466279834522036
2019-10-28,0.32423539329039897
2019-11-01,0.29847910323508053
2019-11-14,0.30582899012259346
2019-11-28,0.33697989256486427
2019-12-01,0.3115663922267055
2019-12-14,0.371810900695367
2019-12-28,0.3568362980939751
2020-01-01,0.19498835157788688
2020-01-14,0.3409943709242188
2020-01-28,0.2550571470084012
2020-02-01,0.11791658134900466
2020-02-14,0.20646059869728373
2020-02-28,0.178755861194006
2020-03-01,0.11408513587540178
2020-03-14,0.21484521391471056
2020-03-28,0.19112551958999893
2020-04-01,0.24231975350658413
2020-04-14,0.27438143112671665
2020-04-28,0.2883706456854746
2020-05-01,0.25297060415719763
2020-05-14,0.25679492653194935
2020-05-28,0.3306087395465817
2020-06-01,0.19825212018391541
2020-06-14,0.10398719887795119
2020-06-28,0.26850679422840684
2020-07-01,0.24044803147469912
2020-07-14,0.15646009213695045
2020-07-28,0.20511377607194875
2020-08-01,0.0
2020-08-14,0.23308243132685644
2020-08-28,0.26910855710615494
2020-09-01,0.28771991031970173
2020-09-14,0.26453960359732737
2020-09-28,0.20931187441733975
2020-10-01,0.24570277832558818
2020-10-14,0.056036340113343346
2020-10-28,0.09201427232182921
2020-11-01,0.24960216884517422
2020-11-14,0.30645158104142217
2020-11-28,0.20174281951518502
2020-12-01,0.3115028326559196
2020-12-14,0.34541781464483945
2020-12-28,0.2901690017082994
2021-01-01,0.37179572541818856
2021-01-14,0.3873946096953969
2021-01-28,0.34789816911129745
2021-02-01,0.2921277575886437
2021-02-14,0.2626602909491254
2021-02-28,0.3111968642898515
2021-03-01,0.28562684324621285
2021-03-14,0.24194767235908657
2021-03-28,0.2813469732213162
2021-04-01,0.2666373774262859
2021-04-14,0.21496229786825602
2021-04-28,0.3074719147169212
2021-05-01,0.3403004693555251
2021-05-14,0.2954056342393659
2021-05-28,0.37202446872935035
2021-06-01,0.30700354574512595
2021-06-14,0.35353297868791134
2021-06-28,0.38264069460434147
2021-07-01,0.26234008986459184
2021-07-14,0.3229775293997419
2021-07-28,0.2991732784399971
2021-08-01,0.12344271870304267
2021-08-14,0.24835514974746806
2021-08-28,0.18645981756544383
2021-09-01,0.2233182846972904
2021-09-14,0.2739638839483822
2021-09-28,0.23350135455548499
2021-10-01,0.21009070068801475
2021-10-14,0.2703426235520799
2021-10-28,0.2559889360307795
2021-11-01,0.2171187874216501
2021-11-14,0.19537373357305715
2021-11-28,0.1461741707070972
2021-12-01,0.21292660292373763
2021-12-14,0.15210838346213754
2021-12-28,0.13017937935441137
